head,relation,tail
user_401,rated,movie_161
user_13,rated,movie_638
user_507,rated,movie_898
user_501,rated,movie_1007
user_601,rated,movie_71
user_618,rated,movie_762
user_142,rated,movie_186
user_109,rated,movie_542
user_638,rated,movie_144
user_457,rated,movie_223
user_313,rated,movie_215
user_577,rated,movie_866
user_330,rated,movie_100
user_655,rated,movie_1097
user_524,rated,movie_436
user_538,rated,movie_735
user_374,rated,movie_248
user_207,rated,movie_196
user_476,rated,movie_386
user_523,rated,movie_934
user_254,rated,movie_82
user_639,rated,movie_1163
user_525,rated,movie_250
user_368,rated,movie_183
user_656,rated,movie_245
user_90,rated,movie_154
user_469,rated,movie_215
user_517,rated,movie_222
user_62,rated,movie_380
user_545,rated,movie_413
user_472,rated,movie_21
user_479,rated,movie_295
user_161,rated,movie_204
user_589,rated,movie_294
user_492,rated,movie_212
user_297,rated,movie_419
user_643,rated,movie_443
user_61,rated,movie_271
user_655,rated,movie_509
user_650,rated,movie_665
user_49,rated,movie_358
user_663,rated,movie_1047
user_419,rated,movie_604
user_345,rated,movie_762
user_401,rated,movie_515
user_90,rated,movie_387
user_629,rated,movie_880
user_16,rated,movie_583
user_657,rated,movie_690
user_629,rated,movie_195
user_312,rated,movie_596
user_642,rated,movie_1079
user_157,rated,movie_597
user_615,rated,movie_527
user_328,rated,movie_204
user_201,rated,movie_258
user_629,rated,movie_207
user_405,rated,movie_1091
user_324,rated,movie_328
user_405,rated,movie_83
user_280,rated,movie_496
user_409,rated,movie_523
user_655,rated,movie_959
user_276,rated,movie_82
user_430,rated,movie_328
user_524,rated,movie_301
user_659,rated,movie_607
user_463,rated,movie_477
user_496,rated,movie_164
user_116,rated,movie_11
user_51,rated,movie_210
user_477,rated,movie_553
user_353,rated,movie_905
user_655,rated,movie_685
user_665,rated,movie_762
user_506,rated,movie_261
user_665,rated,movie_287
user_311,rated,movie_660
user_387,rated,movie_206
user_49,rated,movie_324
user_554,rated,movie_692
user_334,rated,movie_865
user_605,rated,movie_827
user_343,rated,movie_50
user_387,rated,movie_1018
user_663,rated,movie_245
user_450,rated,movie_71
user_56,rated,movie_655
user_303,rated,movie_251
user_450,rated,movie_98
user_320,rated,movie_204
user_552,rated,movie_50
user_529,rated,movie_326
user_399,rated,movie_204
user_13,rated,movie_895
user_593,rated,movie_77
user_595,rated,movie_930
user_551,rated,movie_421
user_416,rated,movie_137
user_291,rated,movie_411
user_268,rated,movie_622
user_207,rated,movie_435
user_493,rated,movie_171
user_664,rated,movie_73
user_275,rated,movie_432
user_425,rated,movie_117
user_181,rated,movie_300
user_253,rated,movie_153
user_593,rated,movie_451
user_579,rated,movie_603
user_97,rated,movie_434
user_397,rated,movie_1001
user_582,rated,movie_760
user_77,rated,movie_31
user_468,rated,movie_144
user_618,rated,movie_959
user_633,rated,movie_410
user_445,rated,movie_55
user_497,rated,movie_222
user_303,rated,movie_85
user_295,rated,movie_357
user_637,rated,movie_1374
user_514,rated,movie_680
user_588,rated,movie_272
user_435,rated,movie_845
user_291,rated,movie_1012
user_174,rated,movie_246
user_500,rated,movie_45
user_588,rated,movie_110
user_104,rated,movie_591
user_500,rated,movie_531
user_506,rated,movie_55
user_429,rated,movie_114
user_598,rated,movie_313
user_489,rated,movie_243
user_102,rated,movie_612
user_139,rated,movie_100
user_237,rated,movie_134
user_382,rated,movie_122
user_514,rated,movie_470
user_276,rated,movie_1098
user_594,rated,movie_126
user_158,rated,movie_576
user_201,rated,movie_682
user_125,rated,movie_172
user_167,rated,movie_530
user_643,rated,movie_712
user_540,rated,movie_310
user_332,rated,movie_845
user_291,rated,movie_282
user_297,rated,movie_529
user_648,rated,movie_252
user_241,rated,movie_310
user_653,rated,movie_310
user_614,rated,movie_1009
user_255,rated,movie_56
user_387,rated,movie_196
user_518,rated,movie_1011
user_429,rated,movie_233
user_474,rated,movie_215
user_89,rated,movie_235
user_379,rated,movie_137
user_555,rated,movie_120
user_379,rated,movie_436
user_623,rated,movie_88
user_201,rated,movie_469
user_514,rated,movie_65
user_170,rated,movie_304
user_308,rated,movie_614
user_398,rated,movie_194
user_116,rated,movie_479
user_524,rated,movie_77
user_429,rated,movie_631
user_373,rated,movie_568
user_550,rated,movie_125
user_239,rated,movie_45
user_567,rated,movie_156
user_440,rated,movie_1105
user_620,rated,movie_99
user_345,rated,movie_639
user_469,rated,movie_611
user_317,rated,movie_354
user_640,rated,movie_566
user_466,rated,movie_96
user_95,rated,movie_65
user_437,rated,movie_1036
user_484,rated,movie_431
user_486,rated,movie_1375
user_409,rated,movie_708
user_425,rated,movie_689
user_363,rated,movie_22
user_201,rated,movie_303
user_653,rated,movie_732
user_573,rated,movie_185
user_344,rated,movie_367
user_584,rated,movie_172
user_574,rated,movie_302
user_13,rated,movie_657
user_493,rated,movie_22
user_12,rated,movie_161
user_493,rated,movie_238
user_443,rated,movie_687
user_11,rated,movie_430
user_500,rated,movie_475
user_197,rated,movie_403
user_608,rated,movie_961
user_326,rated,movie_173
user_642,rated,movie_240
user_657,rated,movie_300
user_541,rated,movie_432
user_648,rated,movie_203
user_660,rated,movie_252
user_591,rated,movie_514
user_177,rated,movie_322
user_65,rated,movie_423
user_500,rated,movie_135
user_122,rated,movie_469
user_343,rated,movie_176
user_264,rated,movie_100
user_299,rated,movie_792
user_639,rated,movie_51
user_363,rated,movie_691
user_326,rated,movie_229
user_295,rated,movie_561
user_5,rated,movie_396
user_532,rated,movie_305
user_493,rated,movie_209
user_410,rated,movie_316
user_600,rated,movie_50
user_467,rated,movie_117
user_615,rated,movie_988
user_334,rated,movie_856
user_592,rated,movie_313
user_621,rated,movie_881
user_201,rated,movie_1128
user_194,rated,movie_432
user_393,rated,movie_291
user_375,rated,movie_233
user_541,rated,movie_62
user_295,rated,movie_265
user_454,rated,movie_435
user_452,rated,movie_521
user_59,rated,movie_184
user_536,rated,movie_97
user_619,rated,movie_226
user_618,rated,movie_1468
user_603,rated,movie_923
user_561,rated,movie_285
user_72,rated,movie_56
user_457,rated,movie_59
user_660,rated,movie_926
user_96,rated,movie_127
user_176,rated,movie_298
user_342,rated,movie_846
user_653,rated,movie_527
user_118,rated,movie_175
user_373,rated,movie_679
user_541,rated,movie_121
user_10,rated,movie_273
user_331,rated,movie_1296
user_197,rated,movie_241
user_468,rated,movie_1012
user_387,rated,movie_258
user_148,rated,movie_132
user_665,rated,movie_527
user_458,rated,movie_289
user_551,rated,movie_402
user_542,rated,movie_150
user_650,rated,movie_429
user_352,rated,movie_156
user_595,rated,movie_926
user_40,rated,movie_310
user_175,rated,movie_133
user_425,rated,movie_823
user_503,rated,movie_840
user_655,rated,movie_1370
user_378,rated,movie_1145
user_622,rated,movie_15
user_13,rated,movie_179
user_457,rated,movie_819
user_407,rated,movie_201
user_58,rated,movie_651
user_492,rated,movie_291
user_234,rated,movie_28
user_601,rated,movie_133
user_639,rated,movie_212
user_416,rated,movie_369
user_452,rated,movie_490
user_650,rated,movie_1119
user_358,rated,movie_512
user_532,rated,movie_9
user_546,rated,movie_347
user_577,rated,movie_1209
user_666,rated,movie_56
user_490,rated,movie_7
user_655,rated,movie_476
user_121,rated,movie_644
user_60,rated,movie_230
user_239,rated,movie_165
user_592,rated,movie_342
user_37,rated,movie_841
user_577,rated,movie_4
user_58,rated,movie_135
user_501,rated,movie_118
user_56,rated,movie_395
user_646,rated,movie_346
user_159,rated,movie_1023
user_605,rated,movie_237
user_501,rated,movie_410
user_59,rated,movie_479
user_555,rated,movie_288
user_608,rated,movie_301
user_498,rated,movie_210
user_131,rated,movie_269
user_450,rated,movie_233
user_644,rated,movie_121
user_666,rated,movie_173
user_515,rated,movie_258
user_593,rated,movie_9
user_642,rated,movie_623
user_56,rated,movie_265
user_648,rated,movie_33
user_374,rated,movie_423
user_392,rated,movie_209
user_653,rated,movie_180
user_380,rated,movie_265
user_405,rated,movie_561
user_409,rated,movie_1073
user_609,rated,movie_314
user_405,rated,movie_48
user_234,rated,movie_197
user_561,rated,movie_1230
user_405,rated,movie_694
user_405,rated,movie_1072
user_660,rated,movie_184
user_73,rated,movie_748
user_498,rated,movie_56
user_585,rated,movie_1344
user_605,rated,movie_9
user_429,rated,movie_742
user_69,rated,movie_879
user_244,rated,movie_949
user_548,rated,movie_121
user_55,rated,movie_79
user_486,rated,movie_93
user_666,rated,movie_1047
user_552,rated,movie_117
user_569,rated,movie_121
user_655,rated,movie_273
user_632,rated,movie_172
user_357,rated,movie_304
user_305,rated,movie_770
user_592,rated,movie_253
user_606,rated,movie_31
user_524,rated,movie_435
user_661,rated,movie_183
user_389,rated,movie_661
user_479,rated,movie_274
user_195,rated,movie_1414
user_70,rated,movie_173
user_286,rated,movie_483
user_401,rated,movie_174
user_650,rated,movie_445
user_379,rated,movie_238
user_605,rated,movie_98
user_534,rated,movie_823
user_617,rated,movie_436
user_125,rated,movie_122
user_579,rated,movie_238
user_566,rated,movie_461
user_269,rated,movie_1444
user_645,rated,movie_658
user_405,rated,movie_1037
user_655,rated,movie_1232
user_524,rated,movie_44
user_313,rated,movie_195
user_655,rated,movie_1605
user_455,rated,movie_275
user_661,rated,movie_132
user_648,rated,movie_178
user_65,rated,movie_215
user_484,rated,movie_168
user_477,rated,movie_732
user_587,rated,movie_326
user_411,rated,movie_1197
user_398,rated,movie_117
user_280,rated,movie_402
user_442,rated,movie_288
user_498,rated,movie_222
user_460,rated,movie_248
user_388,rated,movie_508
user_663,rated,movie_411
user_622,rated,movie_165
user_263,rated,movie_50
user_205,rated,movie_322
user_638,rated,movie_514
user_301,rated,movie_797
user_582,rated,movie_237
user_387,rated,movie_321
user_595,rated,movie_591
user_158,rated,movie_238
user_525,rated,movie_596
user_116,rated,movie_1255
user_653,rated,movie_181
user_450,rated,movie_141
user_663,rated,movie_658
user_538,rated,movie_11
user_662,rated,movie_515
user_322,rated,movie_303
user_487,rated,movie_471
user_398,rated,movie_496
user_248,rated,movie_22
user_202,rated,movie_516
user_650,rated,movie_95
user_591,rated,movie_367
user_135,rated,movie_1217
user_70,rated,movie_28
user_488,rated,movie_429
user_82,rated,movie_412
user_151,rated,movie_216
user_567,rated,movie_133
user_450,rated,movie_956
user_246,rated,movie_431
user_405,rated,movie_944
user_627,rated,movie_399
user_344,rated,movie_203
user_664,rated,movie_433
user_624,rated,movie_347
user_222,rated,movie_1060
user_276,rated,movie_759
user_181,rated,movie_236
user_279,rated,movie_210
user_293,rated,movie_393
user_601,rated,movie_476
user_551,rated,movie_38
user_639,rated,movie_971
user_282,rated,movie_333
user_524,rated,movie_845
user_648,rated,movie_675
user_353,rated,movie_331
user_557,rated,movie_892
user_363,rated,movie_408
user_405,rated,movie_204
user_486,rated,movie_236
user_152,rated,movie_21
user_457,rated,movie_623
user_389,rated,movie_732
user_545,rated,movie_181
user_99,rated,movie_1132
user_109,rated,movie_15
user_634,rated,movie_275
user_263,rated,movie_588
user_454,rated,movie_431
user_624,rated,movie_815
user_574,rated,movie_1313
user_463,rated,movie_147
user_537,rated,movie_485
user_661,rated,movie_131
user_406,rated,movie_8
user_655,rated,movie_508
user_126,rated,movie_337
user_240,rated,movie_353
user_279,rated,movie_1486
user_606,rated,movie_660
user_536,rated,movie_496
user_526,rated,movie_293
user_560,rated,movie_134
user_601,rated,movie_949
user_90,rated,movie_10
user_637,rated,movie_111
user_91,rated,movie_143
user_338,rated,movie_1124
user_587,rated,movie_887
user_621,rated,movie_755
user_537,rated,movie_644
user_614,rated,movie_410
user_13,rated,movie_636
user_331,rated,movie_269
user_532,rated,movie_510
user_355,rated,movie_324
user_207,rated,movie_160
user_75,rated,movie_56
user_299,rated,movie_28
user_659,rated,movie_272
user_201,rated,movie_511
user_634,rated,movie_1048
user_130,rated,movie_934
user_630,rated,movie_412
user_405,rated,movie_201
user_514,rated,movie_792
user_496,rated,movie_1459
user_586,rated,movie_156
user_527,rated,movie_96
user_374,rated,movie_222
user_287,rated,movie_108
user_405,rated,movie_1438
user_248,rated,movie_283
user_606,rated,movie_483
user_483,rated,movie_1152
user_262,rated,movie_402
user_660,rated,movie_473
user_224,rated,movie_676
user_610,rated,movie_143
user_85,rated,movie_230
user_339,rated,movie_156
user_454,rated,movie_414
user_458,rated,movie_121
user_602,rated,movie_871
user_425,rated,movie_180
user_242,rated,movie_1011
user_283,rated,movie_433
user_416,rated,movie_44
user_608,rated,movie_506
user_535,rated,movie_205
user_579,rated,movie_303
user_373,rated,movie_281
user_542,rated,movie_501
user_493,rated,movie_196
user_210,rated,movie_315
user_600,rated,movie_233
user_396,rated,movie_546
user_82,rated,movie_1
user_660,rated,movie_97
user_343,rated,movie_1140
user_660,rated,movie_362
user_11,rated,movie_662
user_505,rated,movie_164
user_6,rated,movie_71
user_234,rated,movie_498
user_378,rated,movie_245
user_365,rated,movie_285
user_644,rated,movie_326
user_587,rated,movie_288
user_648,rated,movie_507
user_133,rated,movie_245
user_660,rated,movie_1181
user_667,rated,movie_234
user_666,rated,movie_122
user_7,rated,movie_631
user_392,rated,movie_310
user_58,rated,movie_151
user_642,rated,movie_22
user_26,rated,movie_111
user_458,rated,movie_179
user_334,rated,movie_736
user_530,rated,movie_191
user_536,rated,movie_169
user_45,rated,movie_288
user_655,rated,movie_533
user_634,rated,movie_471
user_524,rated,movie_380
user_298,rated,movie_604
user_565,rated,movie_70
user_614,rated,movie_476
user_388,rated,movie_773
user_553,rated,movie_484
user_540,rated,movie_596
user_658,rated,movie_1
user_667,rated,movie_285
user_577,rated,movie_25
user_9,rated,movie_371
user_207,rated,movie_233
user_37,rated,movie_96
user_527,rated,movie_429
user_427,rated,movie_990
user_52,rated,movie_741
user_346,rated,movie_520
user_334,rated,movie_712
user_268,rated,movie_1303
user_74,rated,movie_690
user_579,rated,movie_428
user_624,rated,movie_258
user_207,rated,movie_286
user_640,rated,movie_952
user_104,rated,movie_270
user_486,rated,movie_273
user_497,rated,movie_118
user_479,rated,movie_588
user_545,rated,movie_196
user_178,rated,movie_1038
user_99,rated,movie_975
user_549,rated,movie_1047
user_439,rated,movie_240
user_191,rated,movie_340
user_601,rated,movie_472
user_459,rated,movie_472
user_466,rated,movie_995
user_159,rated,movie_326
user_619,rated,movie_1314
user_303,rated,movie_82
user_518,rated,movie_300
user_477,rated,movie_282
user_592,rated,movie_631
user_394,rated,movie_250
user_641,rated,movie_59
user_664,rated,movie_229
user_60,rated,movie_482
user_378,rated,movie_977
user_650,rated,movie_243
user_110,rated,movie_43
user_459,rated,movie_174
user_234,rated,movie_636
user_592,rated,movie_283
user_599,rated,movie_595
user_666,rated,movie_223
user_627,rated,movie_215
user_62,rated,movie_463
user_214,rated,movie_93
user_561,rated,movie_172
user_385,rated,movie_320
user_487,rated,movie_17
user_13,rated,movie_86
user_639,rated,movie_70
user_290,rated,movie_720
user_466,rated,movie_294
user_655,rated,movie_27
user_196,rated,movie_1241
user_527,rated,movie_467
user_375,rated,movie_603
user_200,rated,movie_118
user_393,rated,movie_775
user_521,rated,movie_229
user_286,rated,movie_739
user_286,rated,movie_137
user_290,rated,movie_650
user_109,rated,movie_508
user_411,rated,movie_4
user_380,rated,movie_462
user_514,rated,movie_178
user_661,rated,movie_480
user_267,rated,movie_143
user_254,rated,movie_465
user_144,rated,movie_478
user_615,rated,movie_194
user_629,rated,movie_117
user_659,rated,movie_569
user_618,rated,movie_433
user_224,rated,movie_356
user_202,rated,movie_191
user_655,rated,movie_517
user_654,rated,movie_546
user_399,rated,movie_549
user_642,rated,movie_294
user_393,rated,movie_755
user_22,rated,movie_201
user_474,rated,movie_971
user_246,rated,movie_411
user_193,rated,movie_69
user_349,rated,movie_125
user_542,rated,movie_47
user_343,rated,movie_473
user_450,rated,movie_491
user_645,rated,movie_200
user_667,rated,movie_223
user_328,rated,movie_260
user_474,rated,movie_12
user_500,rated,movie_476
user_158,rated,movie_367
user_573,rated,movie_162
user_429,rated,movie_804
user_557,rated,movie_299
user_458,rated,movie_183
user_260,rated,movie_1243
user_484,rated,movie_655
user_194,rated,movie_209
user_491,rated,movie_7
user_535,rated,movie_527
user_385,rated,movie_207
user_413,rated,movie_471
user_668,rated,movie_345
user_664,rated,movie_187
user_566,rated,movie_127
user_621,rated,movie_417
user_654,rated,movie_222
user_86,rated,movie_338
user_637,rated,movie_985
user_561,rated,movie_179
user_500,rated,movie_514
user_90,rated,movie_141
user_23,rated,movie_55
user_398,rated,movie_432
user_495,rated,movie_228
user_661,rated,movie_97
user_329,rated,movie_11
user_664,rated,movie_659
user_556,rated,movie_603
user_655,rated,movie_628
user_650,rated,movie_66
user_590,rated,movie_1129
user_404,rated,movie_310
user_497,rated,movie_1303
user_416,rated,movie_471
user_368,rated,movie_98
user_370,rated,movie_603
user_385,rated,movie_430
user_33,rated,movie_323
user_490,rated,movie_473
user_495,rated,movie_64
user_353,rated,movie_346
user_673,rated,movie_294
user_90,rated,movie_134
user_474,rated,movie_252
user_55,rated,movie_22
user_363,rated,movie_660
user_514,rated,movie_228
user_293,rated,movie_186
user_450,rated,movie_185
user_500,rated,movie_568
user_363,rated,movie_195
user_409,rated,movie_343
user_620,rated,movie_288
user_655,rated,movie_283
user_435,rated,movie_214
user_567,rated,movie_648
user_416,rated,movie_239
user_425,rated,movie_310
user_264,rated,movie_156
user_454,rated,movie_255
user_343,rated,movie_657
user_650,rated,movie_204
user_472,rated,movie_768
user_450,rated,movie_448
user_579,rated,movie_269
user_200,rated,movie_132
user_250,rated,movie_222
user_648,rated,movie_497
user_450,rated,movie_169
user_360,rated,movie_654
user_417,rated,movie_582
user_620,rated,movie_683
user_643,rated,movie_87
user_496,rated,movie_172
user_459,rated,movie_7
user_184,rated,movie_40
user_653,rated,movie_87
user_384,rated,movie_329
user_609,rated,movie_304
user_154,rated,movie_197
user_256,rated,movie_1424
user_643,rated,movie_794
user_595,rated,movie_1259
user_136,rated,movie_124
user_519,rated,movie_1591
user_271,rated,movie_347
user_648,rated,movie_748
user_567,rated,movie_60
user_184,rated,movie_664
user_666,rated,movie_1170
user_662,rated,movie_291
user_667,rated,movie_301
user_90,rated,movie_610
user_308,rated,movie_739
user_655,rated,movie_36
user_222,rated,movie_181
user_399,rated,movie_454
user_567,rated,movie_135
user_654,rated,movie_66
user_457,rated,movie_11
user_664,rated,movie_118
user_18,rated,movie_197
user_493,rated,movie_271
user_447,rated,movie_367
user_453,rated,movie_1016
user_459,rated,movie_1190
user_631,rated,movie_289
user_256,rated,movie_283
user_11,rated,movie_646
user_574,rated,movie_910
user_671,rated,movie_947
user_537,rated,movie_23
user_405,rated,movie_553
user_380,rated,movie_419
user_619,rated,movie_288
user_648,rated,movie_191
user_116,rated,movie_1142
user_569,rated,movie_125
user_347,rated,movie_595
user_62,rated,movie_128
user_110,rated,movie_566
user_250,rated,movie_95
user_553,rated,movie_435
user_662,rated,movie_50
user_85,rated,movie_513
user_500,rated,movie_25
user_313,rated,movie_735
user_605,rated,movie_318
user_535,rated,movie_170
user_270,rated,movie_324
user_70,rated,movie_404
user_669,rated,movie_505
user_503,rated,movie_125
user_484,rated,movie_313
user_648,rated,movie_107
user_201,rated,movie_269
user_78,rated,movie_288
user_409,rated,movie_285
user_343,rated,movie_236
user_171,rated,movie_346
user_593,rated,movie_117
user_479,rated,movie_356
user_406,rated,movie_638
user_379,rated,movie_188
user_645,rated,movie_81
user_537,rated,movie_268
user_286,rated,movie_1502
user_632,rated,movie_79
user_548,rated,movie_14
user_332,rated,movie_122
user_661,rated,movie_118
user_655,rated,movie_505
user_537,rated,movie_427
user_648,rated,movie_564
user_405,rated,movie_1030
user_582,rated,movie_1215
user_99,rated,movie_173
user_668,rated,movie_231
user_217,rated,movie_181
user_526,rated,movie_1084
user_503,rated,movie_387
user_99,rated,movie_210
user_204,rated,movie_301
user_537,rated,movie_170
user_663,rated,movie_956
user_429,rated,movie_53
user_632,rated,movie_97
user_624,rated,movie_285
user_457,rated,movie_27
user_618,rated,movie_597
user_543,rated,movie_936
user_401,rated,movie_507
user_676,rated,movie_265
user_533,rated,movie_12
user_585,rated,movie_1485
user_643,rated,movie_152
user_407,rated,movie_479
user_450,rated,movie_1441
user_125,rated,movie_401
user_217,rated,movie_472
user_186,rated,movie_1083
user_299,rated,movie_478
user_653,rated,movie_1228
user_510,rated,movie_258
user_472,rated,movie_548
user_643,rated,movie_216
user_363,rated,movie_1009
user_647,rated,movie_631
user_268,rated,movie_1073
user_663,rated,movie_7
user_640,rated,movie_474
user_62,rated,movie_723
user_42,rated,movie_135
user_641,rated,movie_514
user_562,rated,movie_89
user_660,rated,movie_462
user_521,rated,movie_829
user_648,rated,movie_685
user_416,rated,movie_717
user_659,rated,movie_602
user_624,rated,movie_108
user_586,rated,movie_239
user_363,rated,movie_1157
user_654,rated,movie_69
user_485,rated,movie_319
user_339,rated,movie_488
user_648,rated,movie_118
user_445,rated,movie_203
user_291,rated,movie_1220
user_328,rated,movie_118
user_632,rated,movie_68
user_419,rated,movie_100
user_595,rated,movie_255
user_499,rated,movie_182
user_239,rated,movie_46
user_487,rated,movie_273
user_416,rated,movie_1054
user_239,rated,movie_419
user_663,rated,movie_117
user_145,rated,movie_1023
user_658,rated,movie_137
user_455,rated,movie_471
user_600,rated,movie_586
user_425,rated,movie_171
user_521,rated,movie_151
user_599,rated,movie_815
user_267,rated,movie_774
user_429,rated,movie_123
user_674,rated,movie_127
user_450,rated,movie_1153
user_450,rated,movie_328
user_233,rated,movie_735
user_509,rated,movie_302
user_601,rated,movie_191
user_666,rated,movie_203
user_296,rated,movie_304
user_44,rated,movie_67
user_59,rated,movie_97
user_494,rated,movie_222
user_393,rated,movie_841
user_561,rated,movie_100
user_595,rated,movie_762
user_77,rated,movie_252
user_593,rated,movie_807
user_380,rated,movie_708
user_393,rated,movie_24
user_514,rated,movie_73
user_176,rated,movie_117
user_233,rated,movie_100
user_548,rated,movie_443
user_374,rated,movie_322
user_504,rated,movie_162
user_479,rated,movie_283
user_303,rated,movie_1092
user_18,rated,movie_482
user_637,rated,movie_471
user_222,rated,movie_693
user_457,rated,movie_181
user_574,rated,movie_345
user_551,rated,movie_476
user_90,rated,movie_447
user_1,rated,movie_46
user_454,rated,movie_939
user_629,rated,movie_317
user_559,rated,movie_216
user_450,rated,movie_421
user_296,rated,movie_289
user_94,rated,movie_944
user_460,rated,movie_1
user_397,rated,movie_192
user_557,rated,movie_288
user_200,rated,movie_385
user_7,rated,movie_417
user_595,rated,movie_237
user_271,rated,movie_477
user_589,rated,movie_538
user_389,rated,movie_471
user_393,rated,movie_628
user_130,rated,movie_67
user_606,rated,movie_144
user_570,rated,movie_288
user_393,rated,movie_477
user_327,rated,movie_87
user_470,rated,movie_458
user_468,rated,movie_178
user_535,rated,movie_604
user_592,rated,movie_963
user_314,rated,movie_106
user_551,rated,movie_230
user_90,rated,movie_64
user_303,rated,movie_402
user_606,rated,movie_28
user_537,rated,movie_848
user_203,rated,movie_258
user_634,rated,movie_341
user_653,rated,movie_502
user_655,rated,movie_707
user_44,rated,movie_163
user_495,rated,movie_98
user_279,rated,movie_591
user_637,rated,movie_515
user_409,rated,movie_1360
user_313,rated,movie_744
user_212,rated,movie_246
user_503,rated,movie_297
user_629,rated,movie_197
user_269,rated,movie_661
user_448,rated,movie_344
user_416,rated,movie_31
user_425,rated,movie_573
user_592,rated,movie_339
user_200,rated,movie_748
user_380,rated,movie_258
user_178,rated,movie_476
user_592,rated,movie_11
user_551,rated,movie_431
user_344,rated,movie_1082
user_417,rated,movie_559
user_360,rated,movie_531
user_585,rated,movie_1193
user_270,rated,movie_213
user_323,rated,movie_876
user_464,rated,movie_603
user_471,rated,movie_50
user_305,rated,movie_282
user_109,rated,movie_17
user_221,rated,movie_1217
user_183,rated,movie_380
user_194,rated,movie_294
user_3,rated,movie_271
user_666,rated,movie_182
user_501,rated,movie_7
user_372,rated,movie_637
user_524,rated,movie_504
user_495,rated,movie_684
user_583,rated,movie_276
user_293,rated,movie_273
user_615,rated,movie_22
user_458,rated,movie_704
user_332,rated,movie_450
user_405,rated,movie_558
user_405,rated,movie_1394
user_504,rated,movie_141
user_430,rated,movie_181
user_188,rated,movie_566
user_606,rated,movie_1518
user_589,rated,movie_892
user_59,rated,movie_106
user_116,rated,movie_221
user_115,rated,movie_124
user_268,rated,movie_173
user_666,rated,movie_638
user_592,rated,movie_216
user_316,rated,movie_515
user_81,rated,movie_25
user_472,rated,movie_254
user_587,rated,movie_749
user_350,rated,movie_183
user_65,rated,movie_73
user_397,rated,movie_199
user_349,rated,movie_118
user_53,rated,movie_257
user_650,rated,movie_182
user_308,rated,movie_962
user_622,rated,movie_1
user_519,rated,movie_330
user_553,rated,movie_423
user_271,rated,movie_603
user_638,rated,movie_515
user_628,rated,movie_938
user_387,rated,movie_318
user_552,rated,movie_412
user_535,rated,movie_483
user_506,rated,movie_66
user_546,rated,movie_222
user_488,rated,movie_98
user_437,rated,movie_176
user_531,rated,movie_288
user_457,rated,movie_83
user_601,rated,movie_287
user_91,rated,movie_204
user_447,rated,movie_27
user_399,rated,movie_161
user_162,rated,movie_403
user_144,rated,movie_124
user_630,rated,movie_250
user_45,rated,movie_597
user_664,rated,movie_478
user_620,rated,movie_354
user_18,rated,movie_411
user_435,rated,movie_1215
user_608,rated,movie_215
user_70,rated,movie_264
user_451,rated,movie_333
user_655,rated,movie_280
user_350,rated,movie_179
user_453,rated,movie_975
user_269,rated,movie_1073
user_620,rated,movie_795
user_297,rated,movie_582
user_638,rated,movie_230
user_576,rated,movie_514
user_332,rated,movie_172
user_630,rated,movie_191
user_399,rated,movie_444
user_650,rated,movie_140
user_647,rated,movie_117
user_488,rated,movie_265
user_395,rated,movie_15
user_69,rated,movie_298
user_268,rated,movie_95
user_627,rated,movie_182
user_652,rated,movie_323
user_437,rated,movie_603
user_660,rated,movie_797
user_642,rated,movie_826
user_437,rated,movie_955
user_436,rated,movie_313
user_504,rated,movie_310
user_537,rated,movie_265
user_650,rated,movie_485
user_153,rated,movie_325
user_474,rated,movie_1113
user_194,rated,movie_521
user_514,rated,movie_28
user_95,rated,movie_1228
user_642,rated,movie_996
user_393,rated,movie_118
user_432,rated,movie_3
user_284,rated,movie_754
user_436,rated,movie_26
user_328,rated,movie_685
user_542,rated,movie_410
user_526,rated,movie_282
user_328,rated,movie_65
user_460,rated,movie_127
user_85,rated,movie_782
user_660,rated,movie_546
user_551,rated,movie_693
user_504,rated,movie_208
user_52,rated,movie_318
user_577,rated,movie_560
user_60,rated,movie_434
user_603,rated,movie_183
user_660,rated,movie_17
user_405,rated,movie_516
user_275,rated,movie_121
user_645,rated,movie_434
user_646,rated,movie_683
user_301,rated,movie_210
user_405,rated,movie_849
user_625,rated,movie_265
user_621,rated,movie_944
user_46,rated,movie_100
user_23,rated,movie_8
user_660,rated,movie_63
user_450,rated,movie_182
user_113,rated,movie_255
user_557,rated,movie_150
user_666,rated,movie_183
user_331,rated,movie_1017
user_234,rated,movie_215
user_622,rated,movie_1552
user_234,rated,movie_166
user_417,rated,movie_849
user_677,rated,movie_286
user_334,rated,movie_433
user_271,rated,movie_177
user_334,rated,movie_1426
user_425,rated,movie_550
user_593,rated,movie_815
user_132,rated,movie_1154
user_637,rated,movie_410
user_293,rated,movie_234
user_650,rated,movie_498
user_59,rated,movie_503
user_429,rated,movie_658
user_268,rated,movie_56
user_154,rated,movie_324
user_106,rated,movie_739
user_391,rated,movie_237
user_321,rated,movie_32
user_189,rated,movie_663
user_99,rated,movie_105
user_416,rated,movie_187
user_455,rated,movie_475
user_392,rated,movie_482
user_477,rated,movie_1041
user_457,rated,movie_197
user_373,rated,movie_1066
user_450,rated,movie_163
user_435,rated,movie_117
user_600,rated,movie_11
user_619,rated,movie_651
user_252,rated,movie_286
user_643,rated,movie_282
user_668,rated,movie_307
user_435,rated,movie_358
user_303,rated,movie_583
